Date,Day_of_Week,Time_NYC,Temperature (F),Humidity (%),PA PM2.5 (um/m3),PA Particles,Temtop,Neph,Location,Train_Line,Train_number,Outside? (Y/N),Loc_code,Initials
2/14/2021,Sunday,8:30:43,71,19,5.42,4.49,,,,,, ,I,NP
2/14/2021,Sunday,8:32:43,71,19,5.98,5.28,,,,,, ,I,NP
2/14/2021,Sunday,8:34:43,71,19,5.33,2.6,,,,,, ,I,NP
2/14/2021,Sunday,8:36:43,71,19,4.95,4.49,,,,,, ,I,NP
2/14/2021,Sunday,8:38:43,71,19,5.29,3.36,,,,,, ,I,NP
2/14/2021,Sunday,8:40:43,71,19,5.04,3.26,,,,,, ,I,NP
2/14/2021,Sunday,8:42:43,71,18,5.7,3.21,,,,,, ,I,NP
2/14/2021,Sunday,8:45:19,71,18,5.34,4.33,,,,,, ,I,NP
2/14/2021,Sunday,8:46:43,71,18,5.36,3.31,,,,,, ,I,NP
2/14/2021,Sunday,8:48:43,71,18,5.81,3.25,,,,,, ,I,NP
2/14/2021,Sunday,8:50:43,71,18,5.43,4.88,,,,,, ,I,NP
2/14/2021,Sunday,8:52:43,71,18,5.62,3.97,,,,,, ,I,NP
2/14/2021,Sunday,8:54:43,71,18,5.34,2.76,,,,,, ,I,NP
2/14/2021,Sunday,8:56:43,71,18,4.95,2.74,,,,,, ,I,NP
2/14/2021,Sunday,8:58:43,71,18,5.15,5.71,,,,,, ,I,NP
2/14/2021,Sunday,9:01:19,71,18,5.14,3.17,,,,,, ,I,NP
2/14/2021,Sunday,9:02:43,71,18,5.92,2.1,,,,,, ,I,NP
2/14/2021,Sunday,9:04:43,71,18,5.4,3.65,,,,,, ,I,NP
2/14/2021,Sunday,9:06:43,71,18,5.33,2.84,,,,,, ,I,NP
2/14/2021,Sunday,9:08:43,71,18,5.98,6.32,,,,,, ,I,NP
2/14/2021,Sunday,9:10:43,71,18,5.47,3.12,,,,,, ,I,NP
2/14/2021,Sunday,9:12:43,71,18,4.88,3.71,,,,,, ,I,NP
2/14/2021,Sunday,9:14:43,71,18,5.2,3.02,,,,,, ,I,NP
2/14/2021,Sunday,9:17:19,71,18,5.78,2.69,,,,,, ,I,NP
2/14/2021,Sunday,9:18:43,71,18,4.95,3.47,,,,,, ,I,NP
2/14/2021,Sunday,9:20:43,71,18,5.22,4.69,,,,,, ,I,NP
2/14/2021,Sunday,9:22:43,71,18,5.66,6.36,,,,,, ,I,NP
2/14/2021,Sunday,9:24:43,71,18,5.76,2.98,,,,,, ,I,NP
2/14/2021,Sunday,9:26:43,71,18,5.95,3.74,,,,,, ,I,NP
2/14/2021,Sunday,9:28:43,71,18,5.08,1.9,,,,,, ,I,NP
2/14/2021,Sunday,9:30:43,72,18,4.83,2.83,,,,,, ,I,NP
2/14/2021,Sunday,9:32:51,72,18,4.75,3.08,,,,,, ,I,NP
2/14/2021,Sunday,9:34:43,72,18,5.63,4.24,,,,,, ,I,NP
2/14/2021,Sunday,9:36:43,72,18,5.95,3.76,,,,,, ,I,NP
2/14/2021,Sunday,9:38:43,72,18,5.38,1.43,,,,,, ,I,NP
2/14/2021,Sunday,9:40:43,72,18,4.88,2.07,,,,,, ,I,NP
2/14/2021,Sunday,9:42:43,72,18,5.88,5.56,,,,,, ,I,NP
2/14/2021,Sunday,9:44:43,72,18,4.22,2.24,,,,,, ,I,NP
2/14/2021,Sunday,9:46:43,72,18,4.97,3.93,,,,,, ,I,NP
2/14/2021,Sunday,9:49:19,72,18,4.29,3.5,,,,,, ,I,NP
2/14/2021,Sunday,9:50:43,72,18,5.05,4.79,,,,,, ,I,NP
2/14/2021,Sunday,9:52:43,72,18,5.07,3.6,,,,,, ,I,NP
2/14/2021,Sunday,9:54:43,72,18,5.38,3.19,,,,,, ,I,NP
2/14/2021,Sunday,9:56:43,72,18,4.26,3.65,,,,,, ,I,NP
2/14/2021,Sunday,9:58:43,72,18,4.55,2.69,,,,,, ,I,NP
2/14/2021,Sunday,10:00:43,72,18,3.97,1.9,,,,,, ,I,NP
2/14/2021,Sunday,10:02:43,72,18,5.1,3.4,,,,,, ,I,NP
2/14/2021,Sunday,10:05:19,72,20,4.84,3.16,,,,,, ,I,NP
2/14/2021,Sunday,10:06:43,72,23,5.98,6.56,,,,,, ,I,NP
2/14/2021,Sunday,10:08:43,71,24,6.36,8.28,,,,,, ,I,NP
2/14/2021,Sunday,10:10:43,72,24,5.53,6.6,,,,,, ,I,NP
2/14/2021,Sunday,10:12:43,72,24,5.31,3.98,,,,,, ,I,NP
2/14/2021,Sunday,10:14:43,72,24,5.31,5.96,,,,,, ,I,NP
2/14/2021,Sunday,10:16:43,72,24,5.28,3.9,,,,,, ,I,NP
2/14/2021,Sunday,10:18:43,72,24,4.88,3.22,,,,,, ,I,NP
2/14/2021,Sunday,10:21:19,72,24,4.25,3.17,,,,,, ,I,NP
2/14/2021,Sunday,10:22:43,72,24,5.2,6.71,,,,,, ,I,NP
2/14/2021,Sunday,10:24:43,72,23,4.49,3.2,,,,,, ,I,NP
2/14/2021,Sunday,10:26:43,72,22,5.02,3.62,,,,,, ,I,NP
2/14/2021,Sunday,10:28:43,72,21,4.4,2.68,,,,,, ,I,NP
2/14/2021,Sunday,10:30:43,72,21,4.74,5.21,,,,,, ,I,NP
2/14/2021,Sunday,10:32:44,72,20,3.93,2.79,,,,,, ,I,NP
2/14/2021,Sunday,10:34:44,72,20,4.69,5.05,,,,,, ,I,NP
2/14/2021,Sunday,10:37:20,72,20,4.95,4.12,,,,,, ,I,NP
2/14/2021,Sunday,10:38:44,72,20,4.91,4.09,,,,,, ,I,NP
2/14/2021,Sunday,10:40:44,72,20,5.46,6.28,,,,,, ,I,NP
2/14/2021,Sunday,10:42:44,72,20,4.32,3.34,,,,,, ,I,NP
2/14/2021,Sunday,10:44:44,72,19,4.42,2.34,,,,,, ,I,NP
2/14/2021,Sunday,10:46:44,72,19,5.1,1.93,,,,,, ,I,NP
2/14/2021,Sunday,10:48:44,72,19,4.22,2.4,,,,,, ,I,NP
2/14/2021,Sunday,10:50:44,72,19,4.32,2.43,,,,,, ,I,NP
2/14/2021,Sunday,10:53:20,72,20,4.12,2.08,,,,,, ,I,NP
2/14/2021,Sunday,10:54:44,72,20,3.68,2.39,,,,,, ,I,NP
2/14/2021,Sunday,10:56:44,72,19,4.82,3.68,,,,,, ,I,NP
2/14/2021,Sunday,10:58:44,72,20,4.04,2.09,,,,,, ,I,NP
2/14/2021,Sunday,11:00:44,72,20,3.86,2.24,,,,,, ,I,NP
2/14/2021,Sunday,11:02:44,72,19,3.83,3.75,,,,,, ,I,NP
2/14/2021,Sunday,11:04:44,72,19,4.46,3.81,,,,,, ,I,NP
2/14/2021,Sunday,11:06:44,72,19,4.57,3.91,,,,,, ,I,NP
2/14/2021,Sunday,11:09:20,72,19,4.2,2.98,,,,,, ,I,NP
2/14/2021,Sunday,11:10:44,72,19,4.68,3.08,,,,,, ,I,NP
2/14/2021,Sunday,11:12:44,72,19,4.66,2.16,,,,,, ,I,NP
2/14/2021,Sunday,11:14:44,72,19,4.19,1.65,,,,,, ,I,NP
2/14/2021,Sunday,11:16:44,72,18,4.23,1.4,,,,,, ,I,NP
2/14/2021,Sunday,11:18:44,72,18,4.27,0.9,,,,,, ,I,NP
2/14/2021,Sunday,11:20:44,72,18,5,2.25,,,,,, ,I,NP
2/14/2021,Sunday,11:22:44,72,18,4.54,5.02,,,,,, ,I,NP
2/14/2021,Sunday,11:25:20,72,18,4.26,4.16,,,,,, ,I,NP
2/14/2021,Sunday,11:26:44,72,18,4.64,3.98,,,,,, ,I,NP
2/14/2021,Sunday,11:28:44,72,18,4.12,3.24,,,,,, ,I,NP
2/14/2021,Sunday,11:30:44,72,18,5.05,5.12,,,,,, ,I,NP
2/14/2021,Sunday,11:32:43,72,18,4.93,3.82,,,,,, ,I,NP
2/14/2021,Sunday,11:34:43,72,18,4.79,2.68,,,,,, ,I,NP
2/14/2021,Sunday,11:36:43,72,18,4.54,3.59,,,,,, ,I,NP
2/14/2021,Sunday,11:38:43,72,18,4.77,3.3,,,,,, ,I,NP
2/14/2021,Sunday,11:41:20,72,18,4.36,1.64,,,,,, ,I,NP
2/14/2021,Sunday,11:42:43,72,18,4.59,2.85,,,,,, ,I,NP
2/14/2021,Sunday,11:44:43,72,18,5.31,4.62,,,,,, ,I,NP
2/14/2021,Sunday,11:46:43,72,18,5.09,2.82,,,,,, ,I,NP
2/14/2021,Sunday,11:48:43,72,18,4.83,3.89,,,,,, ,I,NP
2/14/2021,Sunday,11:50:43,72,18,4.8,4.09,,,,,, ,I,NP
2/14/2021,Sunday,11:52:43,72,18,4.98,2.98,,,,,, ,I,NP
3/3/2021,Wednesday,13:31:08,74,16,5.33,5.12,,,14th St (A/C/E),,,N,PU,GH
3/3/2021,Wednesday,13:33:08,67,16,16.7,4.43,,,14th St (A/C/E),,,N,PU,GH
3/3/2021,Wednesday,13:35:08,68,16,16.89,5.4,,,14th St (A/C/E),,,N,PU,GH
3/3/2021,Wednesday,13:37:08,68,17,32.89,37.61,,,14th St (A/C/E),,,N,PU,GH
3/3/2021,Wednesday,13:39:08,68,17,30.35,31.44,,,14th St (A/C/E),,,N,PU,GH
3/3/2021,Wednesday,13:41:08,69,17,29.42,36.11,,,14th St (A/C/E),,,N,PU,GH
3/3/2021,Wednesday,13:43:08,68,17,26.93,26.93,,,14th St (A/C/E),A,,N,T,GH
3/3/2021,Wednesday,13:45:04,69,20,22.7,28.45,,,23rd St (A/C/E),A,,N,T,GH
3/3/2021,Wednesday,13:47:04,69,20,19.29,21.2,,,34th St - Penn Station (A/C/E),A,,N,T,GH
3/3/2021,Wednesday,13:49:04,70,20,17.29,14.76,,,42nd St - Port Authority Bus Term,A,,N,T,GH
3/3/2021,Wednesday,13:51:04,70,20,15.57,11.69,,,50th St (A/C/E),A,,N,T,GH
3/3/2021,Wednesday,13:53:04,71,20,13.05,11.62,,,59th St - Columbus Circle (A/B/C/D),A,,N,T,GH
3/3/2021,Wednesday,13:55:04,71,20,10.56,11.26,,,Cathedral Pkwy (110th St) (A/B/C),A,,N,T,GH
3/3/2021,Wednesday,13:57:04,72,20,13.11,7.75,,,116th St (A/B/C),A,,N,T,GH
3/3/2021,Wednesday,13:59:04,71,19,12.02,15.12,,,125th St (A/B/C/D),A,,N,T,GH
3/3/2021,Wednesday,14:01:04,68,17,31.89,36.25,,,ABOVEGROUND,,,Y,O,GH
3/3/2021,Wednesday,14:03:04,70,17,16.47,8.69,,,ABOVEGROUND,,,Y,O,GH
3/3/2021,Wednesday,14:05:00,70,16,15.36,5.9,,,ABOVEGROUND,,,Y,O,GH
3/3/2021,Wednesday,14:07:00,69,16,14.73,5.75,,,ABOVEGROUND,,,Y,O,GH
3/3/2021,Wednesday,14:09:00,66,17,20.4,13.76,,,125th St (A/B/C/D),,,N,PU,GH
3/3/2021,Wednesday,14:11:00,69,17,59.68,51.19,,,125th St (A/B/C/D),,,N,PU,GH
3/3/2021,Wednesday,14:13:00,69,18,38.44,39.16,,,125th St (A/B/C/D),,,N,PU,GH
3/3/2021,Wednesday,14:15:00,68,18,44.02,53.7,,,125th St (A/B/C/D),,,N,PU,GH
3/3/2021,Wednesday,14:17:00,68,19,44.32,53.93,,,125th St (A/B/C/D),,,N,PU,GH
3/3/2021,Wednesday,14:19:00,68,18,31.28,30.77,,,125th St (A/B/C/D),,,N,PU,GH
3/3/2021,Wednesday,14:21:00,67,18,26.12,23.93,,,125th St (A/B/C/D),,,N,PU,GH
3/3/2021,Wednesday,14:23:00,68,20,34.67,36.11,,,125th St (A/B/C/D),C,,N,T,GH
3/3/2021,Wednesday,14:24:56,68,21,16.88,17.21,,,135th St (A/B/C),C,,N,T,GH
3/3/2021,Wednesday,14:26:56,68,21,13.6,10.91,,,155th St (A/C),C,,N,T,GH
3/3/2021,Wednesday,14:28:56,69,21,12.39,12.58,,,163rd St - Amsterdam Av,C,,N,T,GH
3/3/2021,Wednesday,14:30:56,68,20,12.81,10.31,,,168th St (A/C),C,,N,T,GH
3/3/2021,Wednesday,14:32:56,69,21,15.23,11.61,,,168th St (A/C),A,,N,T,GH
3/3/2021,Wednesday,14:34:56,69,21,13.75,11,,,181st St (A),A,,N,T,GH
3/3/2021,Wednesday,14:36:56,70,22,14.66,13.93,,,190th St,A,,N,T,GH
3/3/2021,Wednesday,14:38:56,70,23,17.98,17.79,,,Dyckman St (A),A,,N,T,GH
3/3/2021,Wednesday,14:40:56,71,22,17,13.82,,,,A,, ,T,GH
3/3/2021,Wednesday,14:42:56,71,20,15.88,12,,,Inwood - 207th St,A,,N,T,GH
3/3/2021,Wednesday,14:44:52,71,19,16.79,13.9,,,Inwood - 207th St,,,N,PU,GH
3/3/2021,Wednesday,14:46:52,71,18,17.23,12.79,,,Inwood - 207th St,,,N,PU,GH
3/3/2021,Wednesday,14:48:52,72,19,14.6,8.98,,,Inwood - 207th St,,,N,PU,GH
3/3/2021,Wednesday,14:50:52,72,19,11.6,6.59,,,Inwood - 207th St,,,N,PU,GH
3/3/2021,Wednesday,14:52:52,73,18,11.7,7.05,,,Inwood - 207th St,,,N,PU,GH
3/3/2021,Wednesday,14:54:52,73,18,12.91,6.29,,,Inwood - 207th St,,,N,PU,GH
3/3/2021,Wednesday,14:56:52,74,17,11.77,4,,,Inwood - 207th St,,,N,PU,GH
3/3/2021,Wednesday,14:58:52,74,17,11.07,4.14,,,Inwood - 207th St,A,,N,T,GH
3/3/2021,Wednesday,15:00:52,75,17,10.82,4.53,,,Dyckman St (A),A,,N,T,GH
3/3/2021,Wednesday,15:02:52,76,18,13.46,8,,,190th St,A,,N,T,GH
3/3/2021,Wednesday,15:04:49,76,20,17.24,15.95,,,181st St (A),A,,N,T,GH
3/3/2021,Wednesday,15:06:49,77,19,13.45,10.89,,,175th St,A,,N,T,GH
3/3/2021,Wednesday,15:08:49,76,17,13.88,8.03,,,168th St (A/C),A,,N,T,GH
3/3/2021,Wednesday,15:10:49,75,19,28.25,26.28,,,168th St,,,N,PU,GH
3/3/2021,Wednesday,15:12:49,76,23,104.61,134.93,,,ELEVATOR,,,N,E,GH
3/3/2021,Wednesday,15:14:49,76,23,135.43,196.96,,,168th St,,,N,PU,GH
3/3/2021,Wednesday,15:16:49,76,23,116,163.35,,,168th St,,,N,PU,GH
3/3/2021,Wednesday,15:18:49,76,23,111.65,149.58,,,168th St,,,N,PU,GH
3/3/2021,Wednesday,15:20:49,76,22,69.69,80.74,,,157th St,1,,N,T,GH
3/3/2021,Wednesday,15:22:49,76,21,52.24,53.56,,,145th St (1),1,,N,T,GH
3/3/2021,Wednesday,15:24:46,76,20,29.63,28.84,,,125th St (1),1,,Y,T,GH
3/3/2021,Wednesday,15:26:46,76,19,24.04,21.72,,,Cathedral Pkwy (110th St) (1),1,,N,T,GH
3/3/2021,Wednesday,15:28:46,76,19,26.1,25.86,,,103rd St (1),1,,N,T,GH
3/3/2021,Wednesday,15:30:46,75,20,37.95,36.17,,,96th St (1/2/3),3,,N,T,GH
3/3/2021,Wednesday,15:32:46,74,20,39.48,44.22,,,72nd St (1/2/3),3,,N,T,GH
3/3/2021,Wednesday,15:34:46,75,19,41.57,45.32,,,50th St (1/2),3,,N,T,GH
3/3/2021,Wednesday,15:36:46,75,19,42.52,44.07,,,Times Sq - 42nd St (1/2/3),3,,N,T,GH
3/3/2021,Wednesday,15:38:46,74,18,38.28,36.32,,,34th St - Penn Station (1/2/3),3,,N,T,GH
3/3/2021,Wednesday,15:40:46,74,17,53.36,59.67,,,34th St - Penn Station,,, ,PU,GH
3/3/2021,Wednesday,15:42:46,74,18,42.32,36.79,,,34th St - Penn Station (1/2/3),1,,N,T,GH
3/3/2021,Wednesday,15:44:42,74,18,26.24,27.12,,,28th St (1/2),1,,N,T,GH
3/3/2021,Wednesday,15:46:42,74,17,27.37,18.96,,,14th St (1/2/3),1,,N,T,GH
3/3/2021,Wednesday,15:48:42,74,17,25.59,17.9,,,Christopher St - Sheridan Sq,1,,N,T,GH
3/3/2021,Wednesday,15:50:42,74,17,27.86,20.39,,,Canal St (1/2),1,,N,T,GH
3/3/2021,Wednesday,15:52:42,74,17,31.75,29.75,,,Chambers St (1/2/3),1,,N,T,GH
3/3/2021,Wednesday,15:54:42,74,17,43.15,39.78,,,,1,, ,T,GH
3/3/2021,Wednesday,15:56:42,73,17,40.71,36.18,,,Cortlandt St/WTC,1,,N,T,GH
3/3/2021,Wednesday,15:58:42,72,18,26.71,36.66,,,Cortlandt St/WTC,,,N,PU,GH
3/3/2021,Wednesday,16:00:42,74,18,25.44,25.44,,,Chambers St (1/2/3),1,,N,T,GH
3/3/2021,Wednesday,16:02:42,74,18,24.75,20.18,,,Canal St (1/2),1,,N,T,GH
3/3/2021,Wednesday,16:04:38,74,17,21.88,19.41,,,Houston St,1,,N,T,GH
3/3/2021,Wednesday,16:06:38,73,16,22.39,21.63,,,14th St (1/2/3),1,,N,T,GH
3/3/2021,Wednesday,16:08:38,72,16,26.38,20.84,,,14th St,,, ,PU,GH
3/3/2021,Wednesday,16:10:38,70,16,18.07,7.32,,,ABOVEGROUND,,,Y,O,GH
3/3/2021,Wednesday,16:12:38,66,17,19.35,3.86,,,ABOVEGROUND,,,Y,O,GH
3/3/2021,Wednesday,16:14:38,65,18,20.14,7.58,,,ABOVEGROUND,,,Y,O,GH
3/3/2021,Wednesday,16:16:38,64,19,18.47,5.07,,,ABOVEGROUND,,,Y,O,GH
3/4/2021,Thursday,19:01:12,64,23,5.25,5.16,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:03:12,65,22,4.51,5.39,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:05:12,66,22,4.03,3.25,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:07:12,66,21,3.51,2.05,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:09:12,67,20,3.64,3.34,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:11:12,68,20,3.41,2.28,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:13:12,69,20,3.63,3.22,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:15:12,69,19,3.05,3,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:17:12,70,19,3.2,2.24,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:19:12,70,18,2.93,3.86,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:21:12,71,18,2.43,1.83,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:23:12,71,18,2.55,3.48,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:25:12,72,17,3.31,3.07,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:27:12,72,17,2.38,2.34,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:29:12,73,17,3.22,2.37,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:31:12,73,17,3.25,2.05,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:33:12,73,17,2.82,1.58,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:35:12,74,17,3.44,4.71,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:37:12,74,17,2.47,1.72,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:39:12,75,17,2.57,1.41,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:41:12,75,16,2.4,2.22,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:43:12,75,16,1.96,1.43,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:45:12,75,16,2.6,1.57,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:47:12,76,16,2.74,2.31,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:49:12,76,16,2.59,3.14,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:51:12,76,15,2.55,2.93,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:53:12,76,15,2.58,2.67,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:55:12,77,15,2.89,2.84,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:57:12,77,15,2.23,1.84,,,,,, ,Loc_code,NP
3/4/2021,Thursday,19:59:12,77,15,2.68,2.08,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:01:12,77,15,2.42,0.98,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:03:12,77,14,3.04,1.34,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:05:12,77,14,5.04,4.8,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:07:12,78,14,3.41,1.62,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:09:12,78,14,3.41,2.14,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:11:12,78,14,4.45,4.52,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:13:12,78,14,4.95,4.95,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:15:12,78,14,5.12,4.32,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:17:12,78,14,5.59,4.92,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:19:12,78,14,4.67,3.44,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:21:12,78,14,4.91,6.55,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:23:12,79,14,5.05,3.91,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:25:12,79,14,4.84,3.1,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:27:12,79,14,4.53,3.95,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:29:12,79,14,4.28,2.25,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:31:12,79,14,4.46,3.65,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:33:12,79,13,4.25,2.93,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:35:12,79,13,4.14,2.76,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:37:12,79,13,4,3.8,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:39:12,79,13,4.25,2.31,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:41:12,79,13,3.8,2.15,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:43:12,79,13,4.44,2.53,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:45:13,79,13,3.7,2.91,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:47:13,79,13,3.78,2.83,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:49:13,80,13,3.81,1.93,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:51:13,80,13,3.76,4.16,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:53:13,80,13,3.48,1.91,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:55:13,80,13,3.02,1.59,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:57:13,80,13,2.83,3.4,,,,,, ,Loc_code,NP
3/4/2021,Thursday,20:59:13,80,13,2.53,2.42,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:01:13,80,13,3.72,2.93,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:03:13,80,13,2.5,2.22,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:05:13,80,13,2.44,1.03,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:07:13,80,13,2.72,3.25,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:09:13,80,13,2.33,1.88,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:11:13,80,13,2.41,1.81,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:13:13,80,13,2.05,2.39,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:15:13,80,13,2.69,0.93,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:17:13,80,13,1.93,1.78,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:19:13,80,13,2.53,3.42,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:21:13,80,13,1.59,0.46,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:23:13,80,13,1.67,0.82,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:25:13,80,13,1.27,1.82,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:27:13,80,13,1.3,0.44,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:29:13,80,13,1.66,1.61,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:31:13,80,13,2.31,2.49,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:33:13,80,13,2.13,1.29,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:35:13,80,13,2.57,1.38,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:37:13,80,13,2.07,1.97,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:39:13,80,13,1.36,1.81,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:41:13,80,13,1.61,1.54,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:43:13,80,13,1.75,1.05,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:45:14,80,13,1.84,0.6,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:47:14,80,13,1.59,0.39,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:49:14,80,13,1.59,2.09,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:51:14,80,13,0.91,1.05,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:53:14,80,13,1.98,1.57,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:55:14,80,13,1.09,1.14,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:57:14,80,13,1.25,1.55,,,,,, ,Loc_code,NP
3/4/2021,Thursday,21:59:14,80,13,1.08,0.67,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:01:14,80,13,1.15,0.56,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:03:14,80,13,0.84,1.52,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:05:14,80,14,1.78,2,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:07:14,80,15,2.19,2.55,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:09:14,80,15,1.17,2.14,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:11:14,80,15,1.52,3.04,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:13:14,80,15,0.65,1.07,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:15:14,80,15,0.64,1.22,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:17:14,80,15,1.14,2.1,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:19:14,80,15,0.64,0.56,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:21:14,80,15,0.63,0.59,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:23:14,80,15,0.66,0.55,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:25:14,80,14,0.8,0.86,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:27:14,80,14,0.62,1.09,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:29:14,80,14,0.2,0.36,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:31:14,80,13,0.38,2.66,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:33:14,80,13,0.74,0.28,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:35:14,80,13,0.46,1.49,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:37:14,80,13,0.45,0.04,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:39:14,80,13,0.25,0.47,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:41:14,80,12,0.26,0.47,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:43:14,80,12,0.05,0.56,,,,,, ,Loc_code,NP
3/4/2021,Thursday,22:45:14,80,12,0.36,1.16,,,,,, ,Loc_code,NP
